,playlist,track_id,year,Title,Artist,Album,Genre,spotify_id,popularity,Genre2
379,Replay 2019,3435,2019,"Angel in Your Eyes (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,6k71NlTnn41Vk7RJX7CSbY,47.0,Pop
380,Replay 2019,3451,2019,"Genius (feat. Lil Wayne, Sia, Diplo & Labrinth) [Lil Wayne Remix]",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4TlbZgqxhJ6uN3tpVyjw90,53.0,Pop
381,Replay 2019,3443,2019,"Mountains (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,0HCDvbGNsigLpkzCDwpKVr,48.0,Pop
382,Replay 2019,2897,2019,needy,Ariana Grande,,,1TEL6MlSSVLSdhOSddidlJ,71.0,Pop
383,Replay 2019,3433,2019,"Welcome to the Wonderful World Of (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,2mMQFumTaHcwMZsiNE57Um,42.0,Pop
384,Replay 2019,2931,2019,imagine,John Lennon,,,7pKfPomDEeI4TPT6EOYjn9,77.0,
385,Replay 2019,3447,2019,"Heaven Can Wait (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,2VDTgXwf3F6kcpX4HI0BKy,50.0,Pop
386,Replay 2019,2911,2019,bloodline,Ariana Grande,,,2hloaUoRonYssMuqLCBLTX,78.0,Pop
387,Replay 2019,1406,2019,7 rings,Ariana Grande,,,6ocbgoVGwYJhOv1GgI9NsF,84.0,Pop
388,Replay 2019,1398,2019,"thank u, next",Ariana Grande,,,3e9HZxeyfWwjeyPAMmWSSQ,80.0,Pop
389,Replay 2019,2901,2019,NASA,Ariana Grande,,,4uTvPEr01pjTbZgl7jcKBD,64.0,Pop
390,Replay 2019,1400,2019,"break up with your girlfriend, i'm bored",Ariana Grande,,,4kV4N9D1iKVxx1KLvtTpjS,76.0,Pop
391,Replay 2019,3783,2019,Alright,PJ Morton,Gumbo,R&B/Soul,3Giw6C0tPg9XFbopWRjRVO,33.0,R&B/Soul
392,Replay 2019,2887,2019,fake smile,Ariana Grande,,,3wFLWP0FcIqHK1wb1CPthQ,63.0,Pop
393,Replay 2019,3777,2019,First Began,PJ Morton,Gumbo,R&B/Soul,3ht2PBKbkqSJ0XEkQuNHnZ,46.0,R&B/Soul
394,Replay 2019,3781,2019,Religion,PJ Morton,Gumbo,R&B/Soul,59n8t2h8uKaKWfq1vBgyvY,28.0,R&B/Soul
395,Replay 2019,3789,2019,Go Thru Your Phone,PJ Morton,Gumbo,R&B/Soul,2oREwvo9bbvxnMPQyKmBoN,34.0,R&B/Soul
396,Replay 2019,1388,2019,bad idea,Olivia Rodrigo,,,3IX0yuEVvDbnqUwMBB3ouC,80.0,
397,Replay 2019,1394,2019,make up,One Direction,,,4cluDES4hQEUhmXj6TXkSo,85.0,
398,Replay 2019,3779,2019,Claustrophobic (feat. Pell),PJ Morton,Gumbo,R&B/Soul,1nR45hPphraeLSO5utjH7T,35.0,R&B/Soul
399,Replay 2019,3617,2019,Sticking to My Guns,PJ Morton,Gumbo,R&B/Soul,5jFpDZYzYFb0YLHpR4l4Kw,39.0,R&B/Soul
400,Replay 2019,1392,2019,in my head,Jason Derulo,,,5BoIP8Eha5hwmRVURkC2Us,66.0,
401,Replay 2019,3787,2019,They Gon' Wanna Come,PJ Morton,Gumbo,R&B/Soul,4hh7PsbpzyuorZWrn9uhVS,34.0,R&B/Soul
402,Replay 2019,3785,2019,Everything's Gonna Be Alright (feat. BJ the Chicago Kid & The HamilTones),PJ Morton,Gumbo,R&B/Soul,5EjEUW3OLWDcFR3JTnenIM,30.0,R&B/Soul
403,Replay 2019,3719,2019,Fool For You,Snoh Aalegra,FEELS,R&B/Soul,0GGSPe4DC0qkKyFb9Erao5,59.0,R&B/Soul
404,Replay 2019,2236,2019,Make It Better (feat. Smokey Robinson),Anderson .Paak,,,4SBVWkRIMJ6WBCYPvr5Bwr,60.0,
405,Replay 2019,1396,2019,ghostin,Ariana Grande,,,2vdBo4ALPYbHRUPKgtE5iC,69.0,Pop
406,Replay 2019,3791,2019,How Deep Is Your Love,PJ Morton,Gumbo,R&B/Soul,3SjAiqAQ6sMmsJBeVw0nMf,64.0,R&B/Soul
407,Replay 2019,2281,2019,Come Home (feat. André 3000),Anderson .Paak,,,6RpunyUP44SDweJPDScLSF,54.0,
408,Replay 2019,2172,2019,Good Heels (feat. Jazmine Sullivan),Anderson .Paak,,,1BSZGNpIm2nBt1hWSK2bRp,54.0,
409,Replay 2019,3449,2019,"It's Time (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,3j4lctlzJqDLNZjTLmc9CV,45.0,Pop
410,Replay 2019,2168,2019,Jet Black (feat. Brandy),Anderson .Paak,,,70pZIQqQ37SrNCADx0FiPN,56.0,
411,Replay 2019,2240,2019,Winners Circle,Anderson .Paak,,,3AN70xkC9i9fFBpKlukRhY,48.0,
412,Replay 2019,2238,2019,Reachin' 2 Much (feat. Lalah Hathaway),Anderson .Paak,,,577g1tDBKntqev2lLDydxs,47.0,
413,Replay 2019,1740,2019,Stone Mountain,St. Beauty,Running to the Sun,R&B/Soul,4Fg2ugWkxIkXuMAhRsRU7y,15.0,R&B/Soul
414,Replay 2019,1736,2019,Lucid Dreams,St. Beauty,Running to the Sun,R&B/Soul,0VhpCosvpLVUT6RItmD0v6,26.0,R&B/Soul
415,Replay 2019,2170,2019,King James,Jay Rock,,,51rXHuKN8Loc4sUlKPODgH,71.0,
416,Replay 2019,1710,2019,Time Is a Teacher (feat. Deshawn Goncalves),The Paragon Project,Vol. 3: Note to Self,R&B/Soul,5LRhh638m5uoVRV4tXWrbj,0.0,R&B/Soul
417,Replay 2019,1564,2019,Leave That Bitch Alone,Cardi B,,,5YcPaD42EIHnDSDE5FT5Xe,30.0,Hip-Hop/Rap
418,Replay 2019,1542,2019,Lick (feat. Offset),Cardi B,,,5XdHz3HfGGOsvdhe06oxts,43.0,Hip-Hop/Rap
419,Replay 2019,2333,2019,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,,,2YpeDb67231RjR0MgVLzsG,75.0,
420,Replay 2019,2327,2019,Caught,Rodney Atkins,,,4aGG4VOWGv9RwlYQNsBrkE,69.0,
421,Replay 2019,1538,2019,Hectic (feat. DJ Hardwerk),Cardi B,,,6GBEjkFlNzM2trwa8rgnIU,32.0,Hip-Hop/Rap
422,Replay 2019,2899,2019,I Do (feat. SZA),Cardi B,,,1f5PNhkNgUpvDEeZfcIlO1,64.0,Hip-Hop/Rap
423,Replay 2019,2301,2019,no tears left to cry,Ariana Grande,,,2qT1uLXPVPzGgFOx4jtEuo,78.0,Pop
424,Replay 2019,4871,2019,Best Life (feat. Chance the Rapper),Cardi B,Invasion of Privacy,Hip-Hop/Rap,00B7TZ0Xawar6NZ00JFomN,50.0,Hip-Hop/Rap
425,Replay 2019,2120,2019,Thru Your Phone,Cardi B,,,74cVJfmK18rhWnscIpGXjt,72.0,Hip-Hop/Rap
426,Replay 2019,1350,2019,Get Up 10,Cardi B,,,7p2ewixAShLpjDZrnzZK7c,55.0,Hip-Hop/Rap
427,Replay 2019,2094,2019,Ring (feat. Kehlani),Cardi B,,,5DfWF0jqMgZDCiu9zJENTA,66.0,Hip-Hop/Rap
428,Replay 2019,2903,2019,"Palace / Curse (feat. Steve Lacy & Tyler, The Creator)",The Internet,,,300DUx4tdtCdGEUXR032jA,64.0,R&B/Soul
429,Replay 2019,3577,2019,Special Affair,The Internet,Ego Death,R&B/Soul,3NWTRZ0A8xKlBP1qgNftql,61.0,R&B/Soul
430,Replay 2019,1376,2019,Bodak Yellow,Cardi B,,,6KBYefIoo7KydImq1uUQlL,73.0,Hip-Hop/Rap
431,Replay 2019,2210,2019,Believer (feat. Lil Wayne),Imagine Dragons,,,2sU9EjevkrU9OkPZudvFNN,61.0,Alternative
432,Replay 2019,3215,2019,Demons,Imagine Dragons,Night Visions,Alternative,3LlAyCYU26dvFZBDUIMb7a,74.0,Alternative
433,Replay 2019,3205,2019,It's Time,Imagine Dragons,Night Visions,Alternative,6BtmXhTJMM9sBTHeYYASGz,67.0,Alternative
434,Replay 2019,5073,2019,Come & Get It,Nirvana,,,4P5KoWXOxwuobLmHXLMobV,80.0,
435,Replay 2019,3585,2019,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,Our Version of Events (Deluxe Edition),Pop,2EcsgXlxz99UMDSPg5T8RF,67.0,Pop
436,Replay 2019,3901,2019,Natural,Imagine Dragons,Origins (Deluxe Edition),Alternative,2FY7b99s15jUprqC0M5NCT,81.0,Alternative
437,Replay 2019,4991,2019,Bad Liar,Imagine Dragons,Origins (Deluxe Edition),Alternative,2RSHsoi04658QL5xgQVov3,81.0,Alternative
438,Replay 2019,1352,2019,Drip (feat. Migos),Cardi B,,,2qcG0nZ6S3zZV0UrkY5nFo,55.0,Hip-Hop/Rap
439,Replay 2019,1608,2019,Borders,St. Beauty,Running to the Sun,R&B/Soul,1qT4WewpOkOepuHixR5KzA,25.0,R&B/Soul
440,Replay 2019,3243,2019,Radioactive,Imagine Dragons,Night Visions,Alternative,4G8gkOterJn0Ywt6uhqbhp,73.0,Alternative
441,Replay 2019,2096,2019,I Like It,Cardi B,,,58q2HKrzhC3ozto2nDdN4z,77.0,Hip-Hop/Rap
442,Replay 2019,2311,2019,Butterflies,Kacey Musgraves,,,30VHURM5NOfoZmqp2iKawS,67.0,
443,Replay 2019,1570,2019,Pull Up,Toosii,,,4EzkcqltSOxYE2lstuLOFs,59.0,
444,Replay 2019,1338,2019,Thunder,AC/DC,,,57bgtoPSgt236HzfBOd8kj,86.0,
445,Replay 2019,1382,2019,Red Flags,Josh Ross,,,2Dx0UA8OwEqrZbQIs0yKXv,64.0,
446,Replay 2019,2865,2019,Not Discuss It,St. Beauty,,,1GAHIJ5a6AFbIW5yjrGdAz,17.0,R&B/Soul
447,Replay 2019,2867,2019,Smile,Morgan Wallen,,,3MJ6lFNV12FSHAOzTzkwxz,83.0,
448,Replay 2019,1720,2019,"Read All About It, Pt. III",Emeli Sandé,Our Version of Events (Deluxe Edition),Pop,1U0bhf79qQt8ozR25aXMtH,50.0,Pop
449,Replay 2019,2913,2019,Non-Fiction,Ollie,,,4rK0tm0Xj3k33p52wzs72s,42.0,
450,Replay 2019,2152,2019,Anxiety (feat. Selena Gomez),,,,,,
451,Replay 2019,1498,2019,Gold,Kanye West,,,1PS1QMdUqOal0ai3Gt7sDQ,80.0,
452,Replay 2019,5011,2019,Be Careful,Cardi B,Invasion of Privacy,Hip-Hop/Rap,2Yl4OmDby9iitgNWZPwxkd,69.0,Hip-Hop/Rap
453,Replay 2019,2969,2019,F**k N***a,Lady Gaga,,,4pNzBbGcqXofx8mLBPTeih,81.0,
454,Replay 2019,1512,2019,Same Old Love,Selena Gomez,,,1BZG99C7Co1r6QUC3zaS59,69.0,Pop
455,Replay 2019,1450,2019,Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,,,1UjyF6okUHhnVxaLV8ojsA,54.0,
456,Replay 2019,3725,2019,Passion (Remastered 2018),Hikaru Utada,Ultra Blue (Remastered 2018),J-Pop,,,J-Pop
457,Replay 2019,3161,2019,Anthonio (Berlin Breakdown Version),Annie,Anthonio - EP,Electronic,1MCpVJ7tFCQR7qPYmxFL2s,43.0,Electronic
458,Replay 2019,1508,2019,I Bet My Life,Imagine Dragons,,,15DrrIod12Tc2IoMaHiwlQ,60.0,Alternative
459,Replay 2019,1344,2019,Cheers To the Fall,Andra Day,,,3jUDmvxw0ZyGAUmyqRikMj,31.0,R&B/Soul
460,Replay 2019,2224,2019,On Top of the World,Imagine Dragons,,,6KuHjfXHkfnIjdmcIvt9r0,69.0,Alternative
461,Replay 2019,1496,2019,Big Ole Freak,Megan Thee Stallion,,,3YEbLhXRDPTtctnb3ddg8g,62.0,Hip-Hop/Rap
462,Replay 2019,1580,2019,Passion (After the Battle),Hikaru Utada,,,0Z2ZuiZ9kxO5zqxrPLcBUV,35.0,J-Pop
463,Replay 2019,2915,2019,Girl (feat. KAYTRANADA),The Internet,,,3PFaFVWq5wucLu6s4baj9D,64.0,R&B/Soul
464,Replay 2019,1554,2019,Hands To Myself,Selena Gomez,,,1LoriJC05IrHIDwj3q0KC1,67.0,Pop
465,Replay 2019,3409,2019,Face My Fears (English Version),Hikaru Utada & Skrillex,Face My Fears - EP,Dance,0CALOqrkXAE7WB2nyIATLk,53.0,Dance
466,Replay 2019,3361,2019,Rise Up,Andra Day,Cheers to the Fall,R&B/Soul,0tV8pOpiNsKqUys0ilUcXz,75.0,R&B/Soul
467,Replay 2019,4037,2019,Cash Shit (feat. DaBaby),Megan Thee Stallion,Fever,Hip-Hop/Rap,2rMAtCaTj16NptyVfEIeAC,66.0,Hip-Hop/Rap
468,Replay 2019,1408,2019,Truth Hurts,Lizzo,,,3HWzoMvoF3TQfYg4UPszDq,71.0,Pop
469,Replay 2019,1372,2019,Bickenhead,Cardi B,,,17Yq72h0p15OhCbZ5lJ5gd,50.0,Hip-Hop/Rap
470,Replay 2019,2335,2019,Pimpin,Ludacris,,,6VixoRqnikN4QqegoKUSbH,55.0,
471,Replay 2019,1480,2019,Boys,Don Henley,,,4Q3ERWBrb4lhDvAPyANjY5,78.0,
472,Replay 2019,1866,2019,Believer,Imagine Dragons,Evolve,Alternative,0pqnGHJpmpxLKifKRmU6WP,87.0,Alternative
473,Replay 2019,2993,2019,Good For You (feat. A$AP Rocky),Remixdj,,,4UCcMs2pI6qFVaqaYTMn8m,14.0,
474,Replay 2020,2981,2020,None of Your Concern (feat. Big Sean),Jhené Aiko,,,75MSZRbAbQuzfUV3Pefvut,62.0,R&B/Soul
475,Replay 2020,2283,2020,Come Thru,Drake,,,3eN46sMTppXYMAyWi37wn1,65.0,
476,Replay 2020,1616,2020,On Chill (feat. Jeremih),Wale,Wow... That's Crazy,Hip-Hop/Rap,5z51HY4ei5QhTjcvwq5Msw,61.0,Hip-Hop/Rap
477,Replay 2020,1620,2020,Leave Em Alone (feat. City Girls & PnB Rock),"Quality Control, Layton Greene & Lil Baby","Quality Control: Control The Streets, Vol. 2",R&B/Soul,6Vdyu21iT8qScU1haSjWUU,65.0,R&B/Soul
478,Replay 2020,5207,2020,Best Part (feat. H.E.R.),Daniel Caesar,,,1Q7EgiMOuwDcB0PJC6AzON,80.0,
479,Replay 2020,1486,2020,I'll Kill You (feat. Jhené Aiko),Summer Walker,,,7EkiMl81fUHVwpItgtzI4r,68.0,
480,Replay 2020,2955,2020,Happiness Over Everything (H.O.E.) [feat. Future & Miguel],Jhené Aiko,,,2yUy5eFAFWAichjrySJWA2,52.0,R&B/Soul
481,Replay 2020,2214,2020,bad guy,Billie Eilish,,,2Fxmhks0bxGSBdJ92vM42m,82.0,
482,Replay 2020,1492,2020,Time,The Weeknd,,,0FIDCNYYjNvPVimz5icugS,93.0,
483,Replay 2020,2156,2020,Triggered (Remix) [feat. 21 Savage & Summer Walker],,,,,,
484,Replay 2020,2905,2020,Something Keeps Pulling Me Back,H.E.R.,,,6WC5YDTKztcTU3tWux0Jk1,42.0,R&B/Soul
485,Replay 2020,1850,2020,Brooklyn Love,Lolo Zouaï,Brooklyn Love - Single,Pop,1F0tYkzGNjogSmx49DiaBa,43.0,Pop
486,Replay 2020,1442,2020,On Sight,Kanye West,,,1gqkRc9WtOpnGIqxf2Hvzr,75.0,
487,Replay 2020,1466,2020,Blame,Calvin Harris,,,07nH4ifBxUB4lZcsf44Brn,82.0,
488,Replay 2020,2927,2020,Shibuya (feat. Syd),Free Nationals,,,6WVSnyKQGzs1fosa2I3FMQ,62.0,R&B/Soul
489,Replay 2020,2957,2020,B.S. (feat. H.E.R.),Jhené Aiko,,,63wx9vdskaXbYxyDx4oJCZ,69.0,R&B/Soul
490,Replay 2020,3989,2020,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,R&B/Soul,6QFCMUUq1T2Vf5sFUXcuQ7,83.0,R&B/Soul
491,Replay 2020,2861,2020,BMO,Ari Lennox,,,7Ffgp7DIow5wECYQyzEiTq,51.0,
492,Replay 2020,3977,2020,P*$$Y Fairy (OTW),Jhené Aiko,Chilombo,R&B/Soul,48KXAIruJ07kJVCWOGohMV,64.0,R&B/Soul
493,Replay 2020,1434,2020,Luving U,6LACK,,,5irqvOUbWsUefjZ8KPSQ66,56.0,R&B/Soul
494,Replay 2020,3997,2020,Gidget (feat. Anderson .Paak & T.Nava),Free Nationals,Free Nationals,R&B/Soul,1UrxBDCv9kDRIBUc2oskNR,55.0,R&B/Soul
495,Replay 2020,1484,2020,Learn Ya,6LACK,,,2V8OJ8i3WBh4Los9wG6OKQ,50.0,R&B/Soul
496,Replay 2020,1452,2020,Imported,Action Bronson,,,697zIbTO0LMhupzGblYREm,63.0,
497,Replay 2020,2293,2020,Slide (feat. YG),Day Sulan,,,47YxktAwOYF7RXfDbBuzI6,15.0,
498,Replay 2020,1454,2020,I Want You Around,Jalen Ngonda,,,4A48ckONJNoXU5smWT9CeG,76.0,
499,Replay 2020,1520,2020,Easy (Remix) [feat. Chris Brown],,,,,,
500,Replay 2020,2949,2020,Triggered (freestyle),Jhené Aiko,,,3zPgAKn5tbmCuCKrR3r7qE,60.0,R&B/Soul
501,Replay 2020,4735,2020,Need U Bad,Jazmine Sullivan,,,0Ri0LzOMJmqi9HGZE5cRYV,55.0,R&B/Soul
502,Replay 2020,4873,2020,Jerry Sprunger,Tory Lanez & T-Pain,Chixtape 5,R&B/Soul,6JsHgIkMYHcbNtKfsal2Mg,62.0,R&B/Soul
503,Replay 2020,5065,2020,Heartless,Kanye West,,,4EWCNWgDS8707fNSZ1oaA5,85.0,
504,Replay 2020,3979,2020,How You Want It? (feat. King Combs),Teyana Taylor,How You Want It? (feat. King Combs) - Single,R&B/Soul,28WNotZoSqhjFHPwaeiFLA,56.0,R&B/Soul
505,Replay 2020,1444,2020,All Me (feat. Keyshia Cole),Kehlani,,,3ucRKbRlikYHyoI17gfR0c,56.0,
506,Replay 2020,2124,2020,I Choose,UGK,,,4ns1XFP3W5JPyzvnAjMdHD,64.0,
507,Replay 2020,1588,2020,Surface (feat. Ty Dolla $ign & Ella Mai),,,,,,
508,Replay 2020,1482,2020,Juicy,The Notorious B.I.G.,,,5ByAIlEEnxYdvpnezg7HTX,77.0,
509,Replay 2020,1500,2020,Heat (feat. Gunna),Lil Baby,,,7KSSdFCBHCfq4KPzz78ghk,66.0,
510,Replay 2020,2230,2020,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,,,4wuCQX7JvAZLlrcmH4AeZF,60.0,Pop
511,Replay 2020,2303,2020,Sativa (feat. Rae Sremmurd),Jhené Aiko,,,5oKxax66OjT1ZD8UTCy61h,54.0,R&B/Soul
512,Replay 2020,2919,2020,Quicksand,Morray,,,4iCZ6Cr76For1TuHUQ90r8,58.0,
513,Replay 2020,2909,2020,Racks (feat. Cordae),H.E.R.,,,7uBWy2zZ0c9wyUMD1hiEQO,41.0,R&B/Soul
514,Replay 2020,3431,2020,Introspection,UMI,Introspection - EP,R&B/Soul,5byMYiGxEFH2UzqNWOztGW,41.0,R&B/Soul
515,Replay 2020,2859,2020,Take Yo Man,City Girls,,,5aOpKCKguEnViGOKZxZern,49.0,
516,Replay 2020,3161,2020,Anthonio (Berlin Breakdown Version),Annie,Anthonio - EP,Electronic,1MCpVJ7tFCQR7qPYmxFL2s,43.0,Electronic
517,Replay 2020,1464,2020,Morning,The Weeknd,,,4jBfUB4kQJCWOrjGLQqhO0,75.0,
518,Replay 2020,1496,2020,Big Ole Freak,Megan Thee Stallion,,,3YEbLhXRDPTtctnb3ddg8g,62.0,Hip-Hop/Rap
519,Replay 2020,2271,2020,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,,,3HW030T8eqPs8wpsgZqCGM,46.0,R&B/Soul
520,Replay 2020,2869,2020,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,,,5N1o6d8zGcSZSeMFkOUQOk,62.0,Hip-Hop/Rap
521,Replay 2020,1822,2020,PrimeTime (feat. Miguel),Janelle Monáe,The Electric Lady,R&B/Soul,5dzV75f9qVXVvdXLTqIG4L,48.0,R&B/Soul
522,Replay 2020,2943,2020,No Police,The Police,,,1oYYd2gnWZYrt89EBXdFiO,78.0,
523,Replay 2020,3401,2020,So High,Doja Cat,Purrr! - EP,R&B/Soul,1yvSMyZn27M4wEslpSvB0D,73.0,R&B/Soul
524,Replay 2020,3993,2020,Sativa (feat. Swae Lee),Jhené Aiko,Trip,R&B/Soul,1gTUeWaEzyiWR7e0RIMRSa,33.0,R&B/Soul
525,Replay 2020,5077,2020,Feelings,Lauv,,,6r3duEAfFTH83DuoywkG20,67.0,
526,Replay 2020,2285,2020,Drip,Lil Baby,,,78QR3Wp35dqAhFEc2qAGjE,80.0,
527,Replay 2020,5123,2020,Tempo (feat. Missy Elliott),Lizzo,Cuz I Love You,Pop,6nBQFAIVFmAx2oZ8p6lUg6,59.0,Pop
528,Replay 2020,4037,2020,Cash Shit (feat. DaBaby),Megan Thee Stallion,Fever,Hip-Hop/Rap,2rMAtCaTj16NptyVfEIeAC,66.0,Hip-Hop/Rap
529,Replay 2020,1440,2020,She Knows (feat. Juicy J),Ya Boy Karaoke,,,7G0pRsKrF1Q0kY7XMsez6u,1.0,
530,Replay 2020,3445,2020,"No New Friends (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,6Dma0t0hOe6Bd6u5YRKF3n,56.0,Pop
531,Replay 2020,5127,2020,Juice,Lizzo,Cuz I Love You,Pop,0k664IuFwVP557Gnx7RhIl,68.0,Pop
532,Replay 2020,3439,2020,"Audio (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,100eDEmpWV5YGVCqHI0leU,62.0,Pop
533,Replay 2020,3091,2020,The A Team,Ed Sheeran,+ (Deluxe Version),Singer/Songwriter,1VdZ0vKfR5jneCmWIUAMxK,73.0,Singer/Songwriter
534,Replay 2020,3441,2020,"Thunderclouds (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4lJNen4SMTIJMahALc3DcB,69.0,Pop
535,Replay 2020,1548,2020,Act Up,Tommy Richman,,,1Nk1kQx3HmUaobcAu9S26f,77.0,
536,Replay 2020,4871,2020,Best Life (feat. Chance the Rapper),Cardi B,Invasion of Privacy,Hip-Hop/Rap,00B7TZ0Xawar6NZ00JFomN,50.0,Hip-Hop/Rap
537,Replay 2020,1456,2020,Period (We Live),City Girls,,,1FdjGON62xLxgPZW8BGeHS,37.0,
538,Replay 2020,2315,2020,Yoga,Dream Wonderland,,,4sieuDUZuvGySckrUxCgN2,64.0,
539,Replay 2020,1544,2020,Twerk (feat. Cardi B),City Girls,,,0RRm4OS5ymfZryXBuj0G2m,62.0,
540,Replay 2020,1366,2020,Sure Thing,Miguel,,,0JXXNGljqupsJaZsgSbMZV,86.0,R&B/Soul
541,Replay 2020,1374,2020,All I Want Is You (feat. J.Cole),Miguel,,,5VA4Ispp52EA1sOqzMz3Av,74.0,R&B/Soul
542,Replay 2020,1522,2020,How Many Drinks?,Miguel,,,5ctk3VJoHoURSiwkCJn2bf,65.0,R&B/Soul
543,Replay 2020,3451,2020,"Genius (feat. Lil Wayne, Sia, Diplo & Labrinth) [Lil Wayne Remix]",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4TlbZgqxhJ6uN3tpVyjw90,53.0,Pop
544,Replay 2020,3351,2020,Broken Clocks,SZA,Ctrl,R&B/Soul,2fXwCWkh6YG5zU1IyvQrbs,83.0,R&B/Soul
545,Replay 2020,3773,2020,Sweet November,SZA,Z - EP,R&B/Soul,7swGurTfZlwx7mTOE8PpIc,63.0,R&B/Soul
546,Replay 2020,3349,2020,Garden (Say It Like Dat),SZA,Ctrl,R&B/Soul,19woxaSpjOefa2JnAOoqW5,70.0,R&B/Soul
547,Replay 2020,3121,2020,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
548,Replay 2020,3711,2020,Remember Me,UMI,Remember Me - Single,R&B/Soul,630Ug0XtmhhFvAKo0PNuEI,61.0,R&B/Soul
549,Replay 2020,1534,2020,Do You ...,Simple Minds,,,3fH4KjXFYMmljxrcGrbPj9,77.0,
550,Replay 2020,1878,2020,Hot Shower (feat. MadeinTYO & DaBaby),Chance the Rapper,The Big Day,Hip-Hop/Rap,,,Hip-Hop/Rap
551,Replay 2020,1868,2020,MADE 4 U (feat. Syd),Leven Kali,HIGHTIDE,R&B/Soul,,,R&B/Soul
552,Replay 2020,2963,2020,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,,,1m8WpLYXEiNVZchsWEcCSy,66.0,R&B/Soul
553,Replay 2020,3995,2020,Comfortable,H.E.R.,Comfortable - Single,R&B/Soul,3f3cliOygeuUpGRwdohy12,62.0,R&B/Soul
554,Replay 2020,3745,2020,Adorn,Miguel,Kaleidoscope Dream,R&B/Soul,25cUhiAod71TIQSNicOaW3,73.0,R&B/Soul
555,Replay 2020,2158,2020,NunWrong,Leven Kali,,,708tNyhEmoEsAqD6lux7gz,25.0,R&B/Soul
556,Replay 2020,1364,2020,You Know Wassup,Kehlani,,,6HUO25AttZZCoKAY0vUVtc,60.0,
557,Replay 2020,2178,2020,Captain Hook,Megan Thee Stallion,,,1E3VQQWFQAPJkXfYHjqWoI,63.0,Hip-Hop/Rap
558,Replay 2020,1334,2020,B.S. (Remix) [feat. Kehlani],Jhené Aiko,,,5wsHLrhch5EIS6nsgld6y2,43.0,R&B/Soul
559,Replay 2020,1824,2020,Kiss Me,Ed Sheeran,+ (Deluxe Version),Pop,0Tel1fmuCxEFV6wBLXsEdk,68.0,Pop
560,Replay 2020,3127,2020,Simple and Clean,Hikaru Utada,Colors - EP,J-Pop,2G8tfTExxzpRKssKzKwDYV,56.0,J-Pop
561,Replay 2020,4977,2020,Long Nights,6LACK,6pc Hot EP,R&B/Soul,1RDLbX9L2G4zDqxXCaMJo5,60.0,R&B/Soul
562,Replay 2020,2343,2020,Sky Walker (feat. Travis Scott),Miguel,,,5WoaF1B5XIEnWfmb5NZikf,74.0,R&B/Soul
563,Replay 2020,5063,2020,Do U Wrong (feat. Syd),Leven Kali,,,7qFhAfUbytgPIVz4TYb3hT,47.0,R&B/Soul
564,Replay 2020,1764,2020,BUSSIT,Dreamville & Ari Lennox,Revenge of the Dreamers III: Director's Cut,Hip-Hop/Rap,39KiTKARPALXdEYaG5tqFM,42.0,Hip-Hop/Rap
565,Replay 2020,4177,2020,Big Booty (feat. Megan Thee Stallion),Gucci Mane,Woptober II,Hip-Hop/Rap,3gTK8TzE4on9Xe05QlVIFI,51.0,Hip-Hop/Rap
566,Replay 2020,2309,2020,Butterflies,Kacey Musgraves,,,30VHURM5NOfoZmqp2iKawS,67.0,
567,Replay 2020,1686,2020,Let It Burn,Jazmine Sullivan,Reality Show,R&B/Soul,6KOc6ViZB8NtfCVABmTe66,55.0,R&B/Soul
568,Replay 2020,1692,2020,Wake Me Up,Ed Sheeran,+ (Deluxe Version),Pop,0ygAYQQy7bfDN6gH640bbl,51.0,Pop
569,Replay 2020,1834,2020,Speechless,Dan + Shay,Dan + Shay,Country,3GJ4hzg4lrGwU51Y3VARbF,68.0,Country
