,playlist,track_id,year,Title,Artist,Album,Genre,spotify_id,popularity,Genre2
753,Replay 2022,2953,2022,Hatshepsut (feat. Queen Latifah),,,,,,
754,Replay 2022,5025,2022,Fine By Me,Andy Grammer,Andy Grammer,Pop,00V8KJuZ0a089fa25Lc9t7,64.0,Pop
755,Replay 2022,1502,2022,Love's Train,Bruno Mars,,,2JUQ7mV1AHk2owXLydmN4Z,66.0,Pop
756,Replay 2022,1812,2022,So In Love (feat. Anthony Hamilton),Jill Scott,The Light of the Sun (Deluxe Version),R&B/Soul,78mehkHd1WUDxhcLXkbrLb,47.0,R&B/Soul
757,Replay 2022,5055,2022,Lightning & Thunder (feat. John Legend),Live,,,48iWbsOaBUAGzMdoSmqyg1,72.0,
758,Replay 2022,1820,2022,For the First Time,The Script,Science & Faith (Bonus Track Version),Pop,09ZcYBGFX16X8GMDrvqQwt,62.0,Pop
759,Replay 2022,2981,2022,None of Your Concern (feat. Big Sean),Jhené Aiko,,,75MSZRbAbQuzfUV3Pefvut,62.0,R&B/Soul
760,Replay 2022,1798,2022,Classic Man (feat. Kendrick Lamar) [Remix],Jidenna,Wondaland Presents: The Eephus - EP,Hip-Hop/Rap,530J9GupahE2O4a1iVkQxB,49.0,Hip-Hop/Rap
761,Replay 2022,2136,2022,Golden,JVKE,,,5odlY52u43F5BjByhxg7wg,78.0,
762,Replay 2022,1834,2022,Speechless,Dan + Shay,Dan + Shay,Country,3GJ4hzg4lrGwU51Y3VARbF,68.0,Country
763,Replay 2022,2291,2022,"Dance, Dance",Fall Out Boy,,,0a7BloCiNzLDD9qSQHh5m7,78.0,Alternative
764,Replay 2022,1340,2022,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,,2E43WFS4rRc09za2r2GmZl,77.0,Alternative
765,Replay 2022,2757,2022,Valentine,Pentatonix,"PTX, Vol. II - EP",Pop,5djjmpqAOlne6d5RSHQmvu,32.0,Pop
766,Replay 2022,3973,2022,Crown Royal,Jill Scott,"The Real Thing - Words and Sounds, Vol. 3 (Bonus Track Version)",R&B/Soul,2mX2iJ6rw3ja90OPzHrmHT,43.0,R&B/Soul
767,Replay 2022,1526,2022,Slowly Surely,Blurred Figures,,,7A5bb5lFySrohhjVJSujqr,51.0,
768,Replay 2022,1688,2022,Photograph,Ed Sheeran,x (Wembley Edition),Pop,6fxVffaTuwjgEk5h9QyRjy,71.0,Pop
769,Replay 2022,2012,2022,Fighters (feat. Matthew Santos),Lupe Fiasco,Lupe Fiasco's The Cool,Hip-Hop/Rap,2Kh1dZBgQAJQ2ZQ6AjMQdp,35.0,Hip-Hop/Rap
770,Replay 2022,2218,2022,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,,,1m8WpLYXEiNVZchsWEcCSy,66.0,R&B/Soul
771,Replay 2022,1648,2022,Old School Love (feat. Ed Sheeran),Lupe Fiasco,Old School Love (feat. Ed Sheeran) - Single,Hip-Hop/Rap,72FdcAg79So8xaAHs2mbrB,44.0,Hip-Hop/Rap
772,Replay 2022,3227,2022,Gold Rush (Bonus Track),Ed Sheeran,+ (Deluxe Version),Pop,,,Pop
773,Replay 2022,3879,2022,Stressed Out,twenty one pilots,Blurryface,Alternative,3CRDbSIZ4r5MsZ0YwxuEkn,85.0,Alternative
774,Replay 2023,4061,2023,Affirmation Song (feat. Snoop Dogg),Doggyland,"Kids Hits, Vol. 1",Children's Music,,,Children's Music
775,Replay 2023,3125,2023,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Soul,2nGFzvICaeEWjIrBrL2RAx,80.0,Soul
776,Replay 2023,3453,2023,Have It All,Jason Mraz,Know.,Pop,7BXW1QCg56yzEBV8pW8pah,66.0,Pop
777,Replay 2023,4057,2023,Little Brown Girl,Ebony Jenae,Little Brown Girl - Single,R&B/Soul,7maQglVERmzrHmUwgsMFmw,37.0,R&B/Soul
778,Replay 2023,1344,2023,Cheers To the Fall,Andra Day,,,3jUDmvxw0ZyGAUmyqRikMj,31.0,R&B/Soul
779,Replay 2023,2271,2023,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,,,3HW030T8eqPs8wpsgZqCGM,46.0,R&B/Soul
780,Replay 2023,2937,2023,Tryna Smoke (feat. Micahfonecheck),Jhené Aiko,,,2i9gBA2yLG1wCCKHQGKAyz,32.0,R&B/Soul
781,Replay 2023,3135,2023,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,53QF56cjZA9RTuuMZDrSA6,73.0,Pop
782,Replay 2023,3121,2023,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
783,Replay 2023,1640,2023,Pretty Brown Skin,ALTON KIING,Pretty Brown Skin - Single,Hip-Hop/Rap,6HQGvFpCVErOGaTkdwGqkh,34.0,Hip-Hop/Rap
784,Replay 2023,5053,2023,breathin,Calmly,,,1rNrkdsYifXmB4aGxSbJ1k,70.0,
785,Replay 2023,4189,2023,7 Years,Lukas Graham,Lukas Graham,Pop,5kqIPrATaCc2LqxVWzQGbk,82.0,Pop
786,Replay 2023,4053,2023,"10,000 Hours",Dan + Shay & Justin Bieber,"10,000 Hours - Single",Country,2wrJq5XKLnmhRXHIAf9xBa,74.0,Country
787,Replay 2023,1474,2023,Summer Breeze,Seals and Crofts,,,3B0ms7Xlxl16tRztKHpcu9,71.0,
788,Replay 2023,3987,2023,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion],Ariana Grande,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion] - Single,Pop,2sQH02O2HBCPJCztBrCWNa,64.0,Pop
789,Replay 2023,1332,2023,Good (feat. Larry June),P-Lo,,,5xMGrKAdfo5RDUychxfMYQ,44.0,
790,Replay 2023,1676,2023,One Call Away,Charlie Puth,Nine Track Mind (Deluxe),Pop,5MwIGPDKeDb7SpblcaQP6O,72.0,Pop
791,Replay 2023,2921,2023,Down Again (feat. Wiz Khalifa),Jhené Aiko,,,4eYG3dbR174o9ZGgYTMdNY,38.0,R&B/Soul
792,Replay 2023,1624,2023,93 Million Miles,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,1s8tP3jP4GZcyHDsjvw218,51.0,Pop
793,Replay 2023,4895,2023,Magic Hour,Jhené Aiko,Chilombo,R&B/Soul,2siIhRYyrbKp9rGFAD4TVx,50.0,R&B/Soul
794,Replay 2023,1428,2023,About Damn Time,Lizzo,,,6HMtHNpW6YPi1hrw9tgF8P,76.0,Pop
795,Replay 2023,3131,2023,Try,Colbie Caillat,Gypsy Heart,Pop,6buXDkw3Gv4fQC1OZKUhnR,56.0,Pop
796,Replay 2023,4055,2023,Here (2:00 AM Version),Alessia Cara,Know-It-All (Deluxe),Pop,5O8Tg0laVqXLT9tvcdQyL2,38.0,Pop
797,Replay 2023,4065,2023,Wild Things (Acoustic Version),Alessia Cara,Know-It-All (Deluxe),Pop,3FAzlNPlVImGsbjnHHft6K,49.0,Pop
798,Replay 2023,3119,2023,Spotless Mind,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,5Xe4fAuhqxQRSjTWNZLSqJ,64.0,R&B/Soul
799,Replay 2023,2387,2023,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,161DnLWsx1i3u1JT05lzqU,85.0,Pop
800,Replay 2023,3459,2023,The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,Pop,4tK4ARuilOrBzwVQK73E0Y,62.0,Pop
801,Replay 2023,1870,2023,Every Kind of Way,H.E.R.,H.E.R.,R&B/Soul,0Aa3g9EQoPNt6PiKjaUeb7,65.0,R&B/Soul
802,Replay 2023,3461,2023,Wise Woman,Jason Mraz,Look For the Good (Deluxe Edition),Pop,7HTHt4ssmovXitoLMvWZ7u,47.0,Pop
803,Replay 2023,1720,2023,"Read All About It, Pt. III",Emeli Sandé,Our Version of Events (Deluxe Edition),Pop,1U0bhf79qQt8ozR25aXMtH,50.0,Pop
804,Replay 2023,5061,2023,Black Sheep (feat. Brie Larson) [Brie Larson Vocal Version / Bonus Track],,,,,,
805,Replay 2023,2353,2023,Revival,Zach Bryan,,,2QfX9Pdz3q66fN3kCXl0Js,77.0,
806,Replay 2023,5211,2023,Bad Bitch Energy,Damien Styles,,,21gPFGOCD2RaU21tpyQntS,41.0,
807,Replay 2023,1822,2023,PrimeTime (feat. Miguel),Janelle Monáe,The Electric Lady,R&B/Soul,5dzV75f9qVXVvdXLTqIG4L,48.0,R&B/Soul
808,Replay 2023,3975,2023,Kiss Me More (feat. SZA),Doja Cat,Planet Her (Deluxe),Pop,3DarAbFujv6eYNliUTyqtz,84.0,Pop
809,Replay 2023,3715,2023,Psilocybin (Love In Full Effect) [feat. Dr. Chill],Jhené Aiko,Trip,R&B/Soul,,,R&B/Soul
810,Replay 2023,5015,2023,The Good Parts,Andy Grammer,The Good Parts,Pop,6ep8Ijqnm2hLecjN74zeCK,41.0,Pop
811,Replay 2023,4059,2023,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy],Lil Duval,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy] - Single,Hip-Hop/Rap,17jeLyQcEUmKv3MXeEo79k,48.0,Hip-Hop/Rap
812,Replay 2023,3123,2023,calm & patient,Jhené Aiko,calm & patient - Single,R&B/Soul,0WtM2NBVQNNJLh6scP13H8,81.0,R&B/Soul
813,Replay 2023,1708,2023,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,Pop,70eFcWOvlMObDhURTqT4Fv,71.0,Pop
814,Replay 2023,3743,2023,Kaleidoscope Dream,Miguel,Kaleidoscope Dream,R&B/Soul,6iUFlR4E2dfY9RzqEuzSce,38.0,R&B/Soul
815,Replay 2023,1622,2023,"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",André 3000,New Blue Sun,Alternative,1lbjDy6IIerHFGZWKG0hno,51.0,Alternative
816,Replay 2023,1528,2023,Realize,Trxy!,,,51RriaGnB6VILb54rXHKj8,67.0,
817,Replay 2023,3183,2023,Dreams Once Buried Beneath The Dungeon Floor Slowly Sprout Into Undying Gardens,André 3000,New Blue Sun,Alternative,5lvdCRZG3XyQ7Ea0oKclCP,39.0,Alternative
818,Replay 2023,3173,2023,That Night In Hawaii When I Turned Into A Panther And Started Making These Low Register Purring Tones That I Couldn't Control ... Sh¥t Was Wild,André 3000,New Blue Sun,Alternative,,,Alternative
819,Replay 2023,3175,2023,BuyPoloDisorder's Daughter Wears A 3000® Shirt Embroidered,André 3000,New Blue Sun,Alternative,1D7g7ZejXNy4GdbDAPSg2i,41.0,Alternative
820,Replay 2023,3177,2023,Ninety Three 'Til Infinity And Beyoncé,André 3000,New Blue Sun,Alternative,0LVCuBsPmGaYvGV3IOMXFy,43.0,Alternative
821,Replay 2023,1410,2023,Dear Lie,TLC,,,08vjsE3N31ai3ARwj5uW2i,41.0,R&B/Soul
822,Replay 2023,1366,2023,Sure Thing,Miguel,,,0JXXNGljqupsJaZsgSbMZV,86.0,R&B/Soul
823,Replay 2023,2945,2023,Sometimes,Gigi Perez,,,1ElGmhauttS9p7LwmHG9uM,73.0,
824,Replay 2023,2889,2023,Only Hope,Keane,,,0ll8uFnc0nANY35E0Lfxvg,78.0,
825,Replay 2023,1416,2023,Unpretty,Jelly Roll,,,6eyFfSsaYDSGYWOHXTuJsZ,62.0,
826,Replay 2023,5067,2023,Eyes Open (Taylor's Version),Taylor Swift,,,2NIBaWXdjaTDmytjjwbEfP,60.0,Country
827,Replay 2023,1556,2023,God Gave Me You,Blake Shelton,,,0w9LJae3sVlZlH2CnxTInF,63.0,Country
828,Replay 2023,2899,2023,I Do (feat. SZA),Cardi B,,,1f5PNhkNgUpvDEeZfcIlO1,64.0,Hip-Hop/Rap
829,Replay 2023,2989,2023,How Far I'll Go (Alessia Cara Version),Alessia Cara,,,1ehPJRt49h6N0LoryqKZXq,64.0,Pop
830,Replay 2023,4063,2023,How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Soundtrack,6mb6lVLNrcUgLnEN8QnDJd,74.0,Soundtrack
831,Replay 2023,2291,2023,"Dance, Dance",Fall Out Boy,,,0a7BloCiNzLDD9qSQHh5m7,78.0,Alternative
832,Replay 2023,1346,2023,Alone Together,Fall Out Boy,,,5MsZIaCYY6Tsdph0LiB0hE,60.0,Alternative
833,Replay 2023,3091,2023,The A Team,Ed Sheeran,+ (Deluxe Version),Singer/Songwriter,1VdZ0vKfR5jneCmWIUAMxK,73.0,Singer/Songwriter
834,Replay 2023,3229,2023,Let It Go,James Bay,Chaos and the Calm (Deluxe Edition),Alternative,2xsAm4w9P3kSF1DophKAiF,67.0,Alternative
835,Replay 2023,2092,2023,Consideration (feat. SZA),Rihanna,,,3zn6r8zqyZBuiOa7PrAtPm,17.0,Pop
836,Replay 2023,5057,2023,Baaaaby,CardlinAudio,,,5lR3vawpMtZd2TgcBx4hBn,3.0,
837,Replay 2023,1728,2023,Waterfalls,TLC,CrazySexyCool,R&B/Soul,6qspW4YKycviDFjHBOaqUY,76.0,R&B/Soul
838,Replay 2023,1852,2023,Tumbling Down,Brodway Joe & Ade Adesina,Hotboxin @4 Am - EP,Hip-Hop/Rap,,,Hip-Hop/Rap
839,Replay 2023,1340,2023,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,,2E43WFS4rRc09za2r2GmZl,77.0,Alternative
840,Replay 2023,1530,2023,It Gets Better (With Time),The Internet,,,7bKxc7UstlRxOtNBvLjGSs,54.0,R&B/Soul
841,Replay 2023,3995,2023,Comfortable,H.E.R.,Comfortable - Single,R&B/Soul,3f3cliOygeuUpGRwdohy12,62.0,R&B/Soul
842,Replay 2023,2299,2023,"Sugar, We're Goin Down",Fall Out Boy,,,2TfSHkHiFO4gRztVIkggkE,79.0,Alternative
843,Replay 2023,1842,2023,Mama's House,Brodway Joe & Ade Adesina,Hotboxin @4 Am - EP,Hip-Hop/Rap,,,Hip-Hop/Rap
844,Replay 2023,1846,2023,Black Savage (Real N's Made it),Brodway Joe & Ade Adesina,Hotboxin @4 Am - EP,Hip-Hop/Rap,,,Hip-Hop/Rap
845,Replay 2023,2243,2023,The Prince Of Egypt (When You Believe) [The Prince Of Egypt/Soundtrack Version],,,,,,
846,Replay 2023,1704,2023,Thinking Out Loud,Ed Sheeran,x (Wembley Edition),Pop,1Slwb6dOYkBlWal1PGtnNg,68.0,Pop
847,Replay 2023,2925,2023,I Will Get There (A Cappella),Boyz II Men,,,7kSnTetIKAJZpKV2kEBHsv,35.0,
848,Replay 2023,1402,2023,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,,,4kte3OcW800TPvOVgrLLj8,70.0,R&B/Soul
849,Replay 2023,2893,2023,IMPORTED,Action Bronson,,,697zIbTO0LMhupzGblYREm,63.0,
850,Replay 2023,1684,2023,Don't,Ed Sheeran,x (Wembley Edition),Pop,1huvTbEYtgltjQRXzrNKGi,71.0,Pop
851,Replay 2023,5207,2023,Best Part (feat. H.E.R.),Daniel Caesar,,,1Q7EgiMOuwDcB0PJC6AzON,80.0,
852,Replay 2023,2323,2023,Only Human,Jonas Brothers,,,0DiDStADDVh3SvAsoJAFMk,71.0,
853,Replay 2023,2543,2023,Battle Scars,Lupe Fiasco & Guy Sebastian,"Food & Liquor II: The Great American Rap Album, Pt. 1",Hip-Hop/Rap,1hWYT0w2R0J19rlVkiez7X,64.0,Hip-Hop/Rap
854,Replay 2023,2991,2023,"A Little Less Sixteen Candles, a Little More ""Touch Me""",Fall Out Boy,,,4pmU8AtVu9qU40Xd9zjEfA,64.0,Alternative
855,Replay 2023,3993,2023,Sativa (feat. Swae Lee),Jhené Aiko,Trip,R&B/Soul,1gTUeWaEzyiWR7e0RIMRSa,33.0,R&B/Soul
856,Replay 2023,1872,2023,Teachme,Musiq Soulchild,Luvanmusiq,R&B/Soul,0ODFPypnJLE6hKgahiuSzn,56.0,R&B/Soul
857,Replay 2023,3623,2023,I'm Good at Being Bad,TLC,FanMail,R&B/Soul,3mdsDgWOkTDOUWboBAMIxI,35.0,R&B/Soul
858,Replay 2023,1648,2023,Old School Love (feat. Ed Sheeran),Lupe Fiasco,Old School Love (feat. Ed Sheeran) - Single,Hip-Hop/Rap,72FdcAg79So8xaAHs2mbrB,44.0,Hip-Hop/Rap
859,Replay 2023,5009,2023,Quit Playing Games (With My Heart),Backstreet Boys,Backstreet Boys,Pop,1nRwyxNsqCLeA17qR8Nfxx,60.0,Pop
860,Replay 2023,5023,2023,All I Have to Give,Backstreet Boys,Backstreet Boys,Pop,3hlhefxgyp4MDnN6C2dQ5H,53.0,Pop
861,Replay 2023,2265,2023,I Don't Care,VIOLENT VIRA,,,3RzYbj6Rr6mSJCar4Ua86F,70.0,
862,Replay 2023,3081,2023,I'm Yours,Alessia Cara,Four Pink Walls - EP,Pop,0kfysKpwCZLiK3HR1n80vg,48.0,Pop
863,Replay 2023,2329,2023,The Sweet Escape (feat. Akon),Karaoke Backtrax Library,,,5LhQeOmCi8wHGQfI3AwusF,5.0,
864,Replay 2023,5059,2023,Oh Yes,Juelz Santana,,,6rAdT9bfctsXeF4p23OxfK,45.0,
865,Replay 2023,2180,2023,I'll Never Break Your Heart,Backstreet Boys,,,4lq4yY0y3XqDQZsx03ITaH,52.0,Pop
866,Replay 2023,2295,2023,He Loves Me (Lyzel In E Flat),Jill Scott,,,2PzYqACbv12FNhrlHPfJEH,53.0,R&B/Soul
867,Replay 2023,1812,2023,So In Love (feat. Anthony Hamilton),Jill Scott,The Light of the Sun (Deluxe Version),R&B/Soul,78mehkHd1WUDxhcLXkbrLb,47.0,R&B/Soul
868,Replay 2023,1414,2023,No Scrubs,TLC,,,1KGi9sZVMeszgZOWivFpxs,82.0,R&B/Soul
869,Replay 2023,2130,2023,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,,,1oagRT7LfpVlNJN6FSZDGp,72.0,Alternative
870,Replay 2023,2757,2023,Valentine,Pentatonix,"PTX, Vol. II - EP",Pop,5djjmpqAOlne6d5RSHQmvu,32.0,Pop
871,Replay 2023,5069,2023,Brokenhearted (Single Version) [feat. Wanya Morris],Brandy,,,6AzzMupvtP4u4B8d5OWVUi,44.0,
872,Replay 2024,3671,2024,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae (Deluxe Edition),Pop,2nGFzvICaeEWjIrBrL2RAx,80.0,Pop
873,Replay 2024,3135,2024,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,53QF56cjZA9RTuuMZDrSA6,73.0,Pop
874,Replay 2024,3453,2024,Have It All,Jason Mraz,Know.,Pop,7BXW1QCg56yzEBV8pW8pah,66.0,Pop
875,Replay 2024,3183,2024,Dreams Once Buried Beneath The Dungeon Floor Slowly Sprout Into Undying Gardens,André 3000,New Blue Sun,Alternative,5lvdCRZG3XyQ7Ea0oKclCP,39.0,Alternative
876,Replay 2024,3175,2024,BuyPoloDisorder's Daughter Wears A 3000® Shirt Embroidered,André 3000,New Blue Sun,Alternative,1D7g7ZejXNy4GdbDAPSg2i,41.0,Alternative
877,Replay 2024,1622,2024,"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",André 3000,New Blue Sun,Alternative,1lbjDy6IIerHFGZWKG0hno,51.0,Alternative
878,Replay 2024,3173,2024,That Night In Hawaii When I Turned Into A Panther And Started Making These Low Register Purring Tones That I Couldn't Control ... Sh¥t Was Wild,André 3000,New Blue Sun,Alternative,,,Alternative
879,Replay 2024,1624,2024,93 Million Miles,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,1s8tP3jP4GZcyHDsjvw218,51.0,Pop
880,Replay 2024,4057,2024,Little Brown Girl,Ebony Jenae,Little Brown Girl - Single,R&B/Soul,7maQglVERmzrHmUwgsMFmw,37.0,R&B/Soul
881,Replay 2024,3121,2024,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
882,Replay 2024,1640,2024,Pretty Brown Skin,ALTON KIING,Pretty Brown Skin - Single,Hip-Hop/Rap,6HQGvFpCVErOGaTkdwGqkh,34.0,Hip-Hop/Rap
883,Replay 2024,4061,2024,Affirmation Song (feat. Snoop Dogg),Doggyland,"Kids Hits, Vol. 1",Children's Music,,,Children's Music
884,Replay 2024,3131,2024,Try,Colbie Caillat,Gypsy Heart,Pop,6buXDkw3Gv4fQC1OZKUhnR,56.0,Pop
885,Replay 2024,5211,2024,Bad Bitch Energy,Damien Styles,,,21gPFGOCD2RaU21tpyQntS,41.0,
886,Replay 2024,3423,2024,breathin,Ariana Grande,Sweetener,Pop,4OafepJy2teCjYJbvFE60J,71.0,Pop
887,Replay 2024,4053,2024,"10,000 Hours",Dan + Shay & Justin Bieber,"10,000 Hours - Single",Country,2wrJq5XKLnmhRXHIAf9xBa,74.0,Country
888,Replay 2024,4029,2024,Her,Megan Thee Stallion,Traumazine,Hip-Hop/Rap,5hHvFrMnwic82WwRLr4WY0,63.0,Hip-Hop/Rap
889,Replay 2024,3551,2024,"Again (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,1JWwhVWHVd63gAMvmW5Lvx,2.0,Anime
890,Replay 2024,3461,2024,Wise Woman,Jason Mraz,Look For the Good (Deluxe Edition),Pop,7HTHt4ssmovXitoLMvWZ7u,47.0,Pop
891,Replay 2024,3119,2024,Spotless Mind,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,5Xe4fAuhqxQRSjTWNZLSqJ,64.0,R&B/Soul
892,Replay 2024,4063,2024,How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Soundtrack,6mb6lVLNrcUgLnEN8QnDJd,74.0,Soundtrack
893,Replay 2024,3549,2024,"For Fruits Basket (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,45zpnfxtinvdUOSYKqJKdP,1.0,Anime
894,Replay 2024,4023,2024,Stay In My Lane,S.I.A.T Stuck in a Tree,Stay In My Lane - Single,R&B/Soul,0NEMefYAVKeRUNyosJVRi6,54.0,R&B/Soul
895,Replay 2024,3795,2024,Here,Alessia Cara,Know-It-All (Deluxe),Pop,5zUQZjVB6bfewBXWqsP9PY,77.0,Pop
896,Replay 2024,3675,2024,Like A Star,Corinne Bailey Rae,Corinne Bailey Rae (Deluxe Edition),R&B/Soul,5Anh8jULgeUgciLHCR25Mk,64.0,R&B/Soul
897,Replay 2024,4059,2024,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy],Lil Duval,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy] - Single,Hip-Hop/Rap,17jeLyQcEUmKv3MXeEo79k,48.0,Hip-Hop/Rap
898,Replay 2024,3855,2024,Speechless,Dan + Shay,Summer Wedding,Country,3GJ4hzg4lrGwU51Y3VARbF,68.0,Country
899,Replay 2024,4065,2024,Wild Things (Acoustic Version),Alessia Cara,Know-It-All (Deluxe),Pop,3FAzlNPlVImGsbjnHHft6K,49.0,Pop
900,Replay 2024,1720,2024,"Read All About It, Pt. III",Emeli Sandé,Our Version of Events (Deluxe Edition),Pop,1U0bhf79qQt8ozR25aXMtH,50.0,Pop
901,Replay 2024,3779,2024,Claustrophobic (feat. Pell),PJ Morton,Gumbo,R&B/Soul,1nR45hPphraeLSO5utjH7T,35.0,R&B/Soul
902,Replay 2024,4021,2024,Better,Erica Mason,Better - Single,Hip-Hop/Rap,5xX9NNHmSwsBuW7tBY05hD,43.0,Hip-Hop/Rap
903,Replay 2024,4019,2024,Energy,Tyla Jane,Energy - Single,Pop,0Fd9LHU2Eu8RGaxchCQbaP,57.0,Pop
904,Replay 2024,3541,2024,"Lucky Ending (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,1cNbj1b8XNVAvXBOAJW0R5,1.0,Anime
905,Replay 2024,4009,2024,Money,Cardi B,Money - Single,Hip-Hop/Rap,2GGMabyHXnJmjY6CXhhB2e,70.0,Hip-Hop/Rap
906,Replay 2024,3667,2024,Brown Skin,India.Arie,Acoustic Soul (Special Edition),R&B/Soul,3ekAN7Ijl9vIemCaDbh29K,53.0,R&B/Soul
907,Replay 2024,3633,2024,Lucky Ending,VK Blanka,Lucky Ending - Single,J-Pop,3ZYKbGJ6I5adT5ozf0N6OH,41.0,J-Pop
908,Replay 2024,4001,2024,The Truth,India.Arie,Voyage to India (Special Edition),R&B/Soul,4C8bbFSl37YUCoVeyr3Fl3,52.0,R&B/Soul
909,Replay 2024,4025,2024,Bongos,Cardi B & Megan Thee Stallion,Bongos - Single,Hip-Hop/Rap,4YQImHflXSiIMXntcwPkx8,66.0,Hip-Hop/Rap
910,Replay 2024,4027,2024,Get It Sexyy,Sexyy Red,Get It Sexyy - Single,Hip-Hop/Rap,6UmKnXmG7VmYqFnmSPOfRj,74.0,Hip-Hop/Rap
911,Replay 2024,3545,2024,"One Step Closer (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,7xdm5gqzOXyMkIzLfZ4d5j,1.0,Anime
912,Replay 2024,3489,2024,"Eden (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,5vRjYNPFVvUb0MtDcgAMiC,3.0,Anime
913,Replay 2024,3459,2024,The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,Pop,4tK4ARuilOrBzwVQK73E0Y,62.0,Pop
914,Replay 2024,3635,2024,Chime,Ai Otsuka,Chime - EP,J-Pop,3sePSu5Iv52Sf6qUNzqCT8,37.0,J-Pop
915,Replay 2024,3589,2024,Starving (feat. Zedd),Hailee Steinfeld & Grey,Starving (feat. Zedd) - Single,Pop,,,Pop
916,Replay 2024,4123,2024,Mamushi (feat. Yuki Chiba),Megan Thee Stallion,MEGAN,Hip-Hop/Rap,5b3XJ1pjrHO5JtY2PcTjnI,77.0,Hip-Hop/Rap
917,Replay 2024,3123,2024,calm & patient,Jhené Aiko,calm & patient - Single,R&B/Soul,0WtM2NBVQNNJLh6scP13H8,81.0,R&B/Soul
918,Replay 2024,4007,2024,On My Mama,Victoria Monét,On My Mama - Single,R&B/Soul,7DswEZZthZ6piQpL25qGAM,66.0,R&B/Soul
919,Replay 2024,3629,2024,Again,Beverly,Again - Single,Anime,12ad0oPQaR6X6Jcoqz8rcz,42.0,Anime
920,Replay 2024,3729,2024,Black Butterfly,Deniece Williams,Let's Hear It for the Boy (Expanded Edition),R&B/Soul,5cENyb7BZPoG69RiDWZqwa,33.0,R&B/Soul
921,Replay 2024,3797,2024,Scars to Your Beautiful,Alessia Cara,Know-It-All (Deluxe),Pop,0wI7QkCcs8FUQE1OkXUIqd,80.0,Pop
922,Replay 2024,4055,2024,Here (2:00 AM Version),Alessia Cara,Know-It-All (Deluxe),Pop,5O8Tg0laVqXLT9tvcdQyL2,38.0,Pop
923,Replay 2024,3579,2024,About Damn Time,Lizzo,The Hits 20s,Pop,6HMtHNpW6YPi1hrw9tgF8P,76.0,Pop
924,Replay 2024,3543,2024,"Home (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,420PBlcSIq0wdm1oDVDRCz,2.0,Anime
925,Replay 2024,3553,2024,"Chime (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,3sZHYuYpQggEcIXeVjzM8D,2.0,Anime
