,apple_id,spotify_id,artist,title,popularity
585,2329,5LhQeOmCi8wHGQfI3AwusF,Karaoke Backtrax Library,The Sweet Escape (Originally Performed by Gwen Stefani Feat. Akon) [Karaoke Version],5
586,5059,6rAdT9bfctsXeF4p23OxfK,Juelz Santana,Oh Yes,45
587,2295,2PzYqACbv12FNhrlHPfJEH,Jill Scott,He Loves Me (Lyzel in E Flat),53
588,1414,1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,82
589,5069,6AzzMupvtP4u4B8d5OWVUi,Brandy,Brokenhearted (feat. Wanya Morris) - Single Version,44
590,3671,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Put Your Records On,80
591,3423,4OafepJy2teCjYJbvFE60J,Ariana Grande,breathin,71
592,4029,5hHvFrMnwic82WwRLr4WY0,Megan Thee Stallion,Her,63
593,3551,1JWwhVWHVd63gAMvmW5Lvx,Bento Beats,"Again (From ""Fruits Basket"") [Lofi]",2
594,3549,45zpnfxtinvdUOSYKqJKdP,Bento Beats,"For Fruits Basket (From ""Fruits Basket"") [Lofi]",1
595,4023,0NEMefYAVKeRUNyosJVRi6,S.I.A.T Stuck in a Tree,Stay In My Lane,54
596,3795,5zUQZjVB6bfewBXWqsP9PY,Alessia Cara,Here,77
597,3675,5Anh8jULgeUgciLHCR25Mk,Corinne Bailey Rae,Like A Star,64
598,3855,3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Speechless,68
599,4021,5xX9NNHmSwsBuW7tBY05hD,Erica Mason,Better,43
600,4019,0Fd9LHU2Eu8RGaxchCQbaP,Tyla Jane,energy,57
601,3541,1cNbj1b8XNVAvXBOAJW0R5,Bento Beats,"Lucky Ending (From ""Fruits Basket"") [Lofi]",1
602,3667,3ekAN7Ijl9vIemCaDbh29K,India.Arie,Brown Skin,53
603,3633,3ZYKbGJ6I5adT5ozf0N6OH,VK Blanka,Lucky Ending,41
604,4001,4C8bbFSl37YUCoVeyr3Fl3,India.Arie,The Truth,52
605,4025,4YQImHflXSiIMXntcwPkx8,Cardi B,Bongos (feat. Megan Thee Stallion),66
606,4027,6UmKnXmG7VmYqFnmSPOfRj,Sexyy Red,Get It Sexyy,74
607,3545,7xdm5gqzOXyMkIzLfZ4d5j,Bento Beats,"One Step Closer (From ""Fruits Basket"") [Lofi]",1
608,3489,5vRjYNPFVvUb0MtDcgAMiC,Bento Beats,"Eden (From ""Fruits Basket"") [Lofi]",3
609,3635,3sePSu5Iv52Sf6qUNzqCT8,Ai Otsuka,Chime,37
610,4123,5b3XJ1pjrHO5JtY2PcTjnI,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),77
611,4007,7DswEZZthZ6piQpL25qGAM,Victoria Monét,On My Mama,66
612,3629,12ad0oPQaR6X6Jcoqz8rcz,Beverly,Again,42
613,3729,5cENyb7BZPoG69RiDWZqwa,Deniece Williams,Black Butterfly,33
614,3797,0wI7QkCcs8FUQE1OkXUIqd,Alessia Cara,Scars To Your Beautiful,80
615,3579,6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,76
616,3543,420PBlcSIq0wdm1oDVDRCz,Bento Beats,"Home (From ""Fruits Basket"") [Lofi]",2
617,3553,3sZHYuYpQggEcIXeVjzM8D,Bento Beats,"Chime (From ""Fruits Basket"") [Lofi]",2
618,3539,1eELVxeuDVhU1iXdqTE4mb,Bento Beats,"Haru Urara (From ""Fruits Basket"") [Lofi]",1
619,3627,6KoUNUbNrm4aiZnYQL7DKf,INTERSECTION,One Step Closer,39
620,4185,0fiijtFXDJ9MOVwgSaEQJ5,Andy Grammer,Don't Give Up On Me,79
621,3457,2qLMf6TuEC3ruGJg4SMMN6,Jason Mraz,Lucky,71
622,3619,3Ri6VyKJACmFm68wQHrsvv,WARPs UP,Pleasure,43
623,3537,7tPhgcUZm6QaBtgaT2I2jx,Bento Beats,"Prism (From ""Fruits Basket"") [Lofi]",3
624,3555,74mmTqKw69QtdHl2lazQjB,Bento Beats,"Ad Meliora (From ""Fruits Basket"") [Lofi]",1
625,3149,5YTtTbqxUzJHD3CpbNHerP,Colbie Caillat,Brighter Than The Sun,61
626,4039,0LMNckdqhd2eQr5xV5NGRi,GloRilla,Wanna Be (with Megan Thee Stallion & Cardi B) - Remix,59
627,3557,66t9XXbUCy3ES8x27bwkGA,Bento Beats,"Pleasure (From ""Fruits Basket"") [Lofi]",5
628,4111,4oiAlcisfimXQc1wyAtX9a,India.Arie,Video,60
629,3637,4FSejBjuCSqv0NsJskPShe,Asako Toki,HOME,43
630,3639,7CZKnz9mEt8Z638tyY5cKL,Monkey Majik,Eden,47
631,3641,5ZXRWl6ao09loqeA6MJbdb,GENIC,春うらら,37
632,3907,6Jpcj0v0uc0IDq8ec35UGO,Evanescence,My Immortal - Band Version / Remastered 2023,43
633,3625,4rzw37fRwEoUDx7gulKKHN,THE CHARM PARK,ad meliora,44
634,4181,32l4V4t5dn90VCNqxYtbjH,Toni Jones,Take Up Space Sis,47
635,4073,2kIZPLtqtmDh3dX6HuAfD0,India.Arie,Strength Courage & Wisdom,46
636,3717,4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,84
637,4119,2susnsWoTQw1QXOfqQ0Pui,India.Arie,Chocolate High,38
638,3595,37f4ITSlgPX81ad2EvmVQr,Rachel Platten,Fight Song,77
639,1818,2kebNtlS7DqWE54Z66FZIt,Andy Grammer,Keep Your Head Up,69
640,3421,5BDVfQuzfK130LPKLsc1IA,Piano Tribute Players,Breakeven (Falling To Pieces) [Made Famous By The Script],20
641,1610,708tNyhEmoEsAqD6lux7gz,Leven Kali,Nunwrong,25
642,3865,3Te8uLyit6X3ncNW8Fp3K2,Fall Out Boy,Immortals,76
643,4583,1Tt4m8l00BI85uOr5EqXUh,GloRilla,HOLLON,66
644,3875,5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,Welcome to the Black Parade,79
645,4573,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,88
646,4115,5JtgrxeDRTTcBsYwKoYb8v,Hannah Williams,Late Nights & Heartbreak,57
647,5017,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,I Want It That Way,84
648,3887,2kLWSmKHhfUBepkIA9oNe5,YUNGBLUD,Abyss - from Kaiju No. 8,70
649,3831,1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking out Loud,68
650,1746,6mZI2vbLv1UvlclwDQ4uvc,Angie Stone,No More Rain (In This Cloud),59
651,4891,0p1BcEcYVO3uk4KDf3gzkY,Hunter Hayes,Wanted,65
652,3673,4Eq60oypgAxlX6Kp7MFQl6,Corinne Bailey Rae,Till It Happens To You,50
653,3905,1NrJYpdAi7uosDRPmSYrsG,OneRepublic,Apologize,70
654,4953,7mvma3mO5hSyhVbJDXxtFz,Mahalia,Grateful,58
655,4879,00WvmRXTkPBZNhhRK3xfdy,Backstreet Boys,As Long as You Love Me,64
656,4587,31TVho4kOuAeRmLYGIEuWn,GloRilla,TGIF,76
657,10594,6Tt2w9YR8DXUOAhjms0cpM,Nelly swing,Como El Perro Bebe Agua,34
